gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379112754|gb|JT010424.1| 	 0.293626	 death
gi|379112754|gb|JT010424.1| 	 0.293626	 other biological processes
gi|379112754|gb|JT010424.1| 	 0.293626	 other metabolic processes
gi|379112754|gb|JT010424.1| 	 0.293626	 protein metabolism
gi|379112754|gb|JT010424.1| 	 0.293626	 signal transduction
gi|379112754|gb|JT010424.1| 	 0.293626	 stress response
gi|379112754|gb|JT010424.1| 	 0.293626	 transport
gi|379112755|gb|JT010425.1| 	 0.262098	 cell organization and biogenesis
gi|379112769|gb|JT010439.1| 	 6.20593	 RNA metabolism
gi|379112769|gb|JT010439.1| 	 6.20593	 cell cycle and proliferation
gi|379112769|gb|JT010439.1| 	 6.20593	 death
gi|379112769|gb|JT010439.1| 	 6.20593	 other biological processes
gi|379112769|gb|JT010439.1| 	 6.20593	 other metabolic processes
gi|379112769|gb|JT010439.1| 	 6.20593	 protein metabolism
gi|379112769|gb|JT010439.1| 	 6.20593	 signal transduction
gi|379112769|gb|JT010439.1| 	 6.20593	 stress response
gi|379112770|gb|JT010440.1| 	 0.46091	 cell organization and biogenesis
gi|379112770|gb|JT010440.1| 	 0.46091	 protein metabolism
gi|379112770|gb|JT010440.1| 	 0.46091	 transport
gi|379112775|gb|JT010445.1| 	 0.233224	 transport
gi|379112776|gb|JT010446.1| 	 0.435321	 DNA metabolism
gi|379112780|gb|JT010450.1| 	 0.285781	 other biological processes
gi|379112782|gb|JT010452.1| 	 0.903736	 cell organization and biogenesis
gi|379112782|gb|JT010452.1| 	 0.903736	 transport
gi|379112783|gb|JT010453.1| 	 0.145744	 cell organization and biogenesis
gi|379112783|gb|JT010453.1| 	 0.145744	 developmental processes
gi|379112783|gb|JT010453.1| 	 0.145744	 other biological processes
gi|379112783|gb|JT010453.1| 	 0.145744	 signal transduction
gi|379112784|gb|JT010454.1| 	 0.843846	 other biological processes
gi|379112784|gb|JT010454.1| 	 0.843846	 protein metabolism
gi|379112786|gb|JT010456.1| 	 0.443741	 signal transduction
gi|379112787|gb|JT010457.1| 	 0.813422	 other metabolic processes
gi|379112788|gb|JT010458.1| 	 0.235517	 transport
gi|379112791|gb|JT010461.1| 	 0.301851	 protein metabolism
gi|379112795|gb|JT010465.1| 	 1.01262	 developmental processes
gi|379112795|gb|JT010465.1| 	 1.01262	 other metabolic processes
gi|379112795|gb|JT010465.1| 	 1.01262	 protein metabolism
gi|379112796|gb|JT010466.1| 	 3.22465	 cell organization and biogenesis
gi|379112796|gb|JT010466.1| 	 3.22465	 developmental processes
gi|379112796|gb|JT010466.1| 	 3.22465	 transport
gi|379112797|gb|JT010467.1| 	 3.12332	 other biological processes
gi|379112811|gb|JT010481.1| 	 0.84195	 cell organization and biogenesis
gi|379112811|gb|JT010481.1| 	 0.84195	 other biological processes
gi|379112811|gb|JT010481.1| 	 0.84195	 stress response
gi|379112811|gb|JT010481.1| 	 0.84195	 transport
gi|379112812|gb|JT010482.1| 	 1.24982	 developmental processes
gi|379112812|gb|JT010482.1| 	 1.24982	 other biological processes
gi|379112813|gb|JT010483.1| 	 2.21864	 RNA metabolism
gi|379112814|gb|JT010484.1| 	 0.0447762	 cell cycle and proliferation
gi|379112814|gb|JT010484.1| 	 0.0447762	 cell organization and biogenesis
gi|379112814|gb|JT010484.1| 	 0.0447762	 developmental processes
gi|379112814|gb|JT010484.1| 	 0.0447762	 signal transduction
gi|379112818|gb|JT010488.1| 	 0.650811	 other biological processes
gi|379112818|gb|JT010488.1| 	 0.650811	 other metabolic processes
gi|379112818|gb|JT010488.1| 	 0.650811	 signal transduction
gi|379112818|gb|JT010488.1| 	 0.650811	 stress response
gi|379112822|gb|JT010492.1| 	 0.739704	 RNA metabolism
gi|379112822|gb|JT010492.1| 	 0.739704	 cell organization and biogenesis
gi|379112822|gb|JT010492.1| 	 0.739704	 developmental processes
gi|379112822|gb|JT010492.1| 	 0.739704	 other biological processes
gi|379112822|gb|JT010492.1| 	 0.739704	 signal transduction
gi|379112825|gb|JT010495.1| 	 3.60828	 other biological processes
gi|379112831|gb|JT010501.1| 	 2.99277	 other metabolic processes
gi|379112834|gb|JT010504.1| 	 1.45527	 RNA metabolism
gi|379112834|gb|JT010504.1| 	 1.45527	 cell adhesion
gi|379112834|gb|JT010504.1| 	 1.45527	 cell organization and biogenesis
gi|379112834|gb|JT010504.1| 	 1.45527	 developmental processes
gi|379112834|gb|JT010504.1| 	 1.45527	 other biological processes
gi|379112834|gb|JT010504.1| 	 1.45527	 other metabolic processes
gi|379112834|gb|JT010504.1| 	 1.45527	 signal transduction
gi|379112840|gb|JT010510.1| 	 0.596196	 death
gi|379112840|gb|JT010510.1| 	 0.596196	 protein metabolism
gi|379112841|gb|JT010511.1| 	 1.67817	 protein metabolism
gi|379112845|gb|JT010515.1| 	 4.6191	 cell cycle and proliferation
gi|379112845|gb|JT010515.1| 	 4.6191	 cell organization and biogenesis
gi|379112845|gb|JT010515.1| 	 4.6191	 other biological processes
gi|379112845|gb|JT010515.1| 	 4.6191	 other metabolic processes
gi|379112845|gb|JT010515.1| 	 4.6191	 protein metabolism
gi|379112847|gb|JT010517.1| 	 0.11812	 other metabolic processes
gi|379112848|gb|JT010518.1| 	 0.712158	 developmental processes
gi|379112849|gb|JT010519.1| 	 0.444492	 other metabolic processes
gi|379112849|gb|JT010519.1| 	 0.444492	 protein metabolism
gi|379112849|gb|JT010519.1| 	 0.444492	 signal transduction
gi|379112849|gb|JT010519.1| 	 0.444492	 stress response
gi|379112851|gb|JT010521.1| 	 0.190754	 RNA metabolism
gi|379112851|gb|JT010521.1| 	 0.190754	 cell organization and biogenesis
gi|379112851|gb|JT010521.1| 	 0.190754	 protein metabolism
gi|379112855|gb|JT010525.1| 	 0.772483	 other biological processes
gi|379112856|gb|JT010526.1| 	 5.35201	 developmental processes
gi|379112857|gb|JT010527.1| 	 3.46604	 other metabolic processes
gi|379112858|gb|JT010528.1| 	 0.76868	 RNA metabolism
gi|379112858|gb|JT010528.1| 	 0.76868	 developmental processes
gi|379112858|gb|JT010528.1| 	 0.76868	 other biological processes
gi|379112860|gb|JT010530.1| 	 0.236598	 other metabolic processes
gi|379112864|gb|JT010534.1| 	 0.19333	 developmental processes
gi|379112864|gb|JT010534.1| 	 0.19333	 other biological processes
gi|379112864|gb|JT010534.1| 	 0.19333	 other metabolic processes
gi|379112864|gb|JT010534.1| 	 0.19333	 protein metabolism
gi|379112864|gb|JT010534.1| 	 0.19333	 signal transduction
gi|379112871|gb|JT010541.1| 	 0.234656	 transport
gi|379112875|gb|JT010545.1| 	 0.0591535	 DNA metabolism
gi|379112875|gb|JT010545.1| 	 0.0591535	 protein metabolism
gi|379112878|gb|JT010548.1| 	 1.10973	 stress response
gi|379112879|gb|JT010549.1| 	 1.44041	 DNA metabolism
gi|379112879|gb|JT010549.1| 	 1.44041	 RNA metabolism
gi|379112879|gb|JT010549.1| 	 1.44041	 protein metabolism
gi|379112881|gb|JT010551.1| 	 1.23518	 other metabolic processes
gi|379112887|gb|JT010557.1| 	 0.193159	 other biological processes
gi|379112887|gb|JT010557.1| 	 0.193159	 other metabolic processes
gi|379112892|gb|JT010562.1| 	 3.55301	 cell organization and biogenesis
gi|379112892|gb|JT010562.1| 	 3.55301	 developmental processes
gi|379112892|gb|JT010562.1| 	 3.55301	 other biological processes
gi|379112892|gb|JT010562.1| 	 3.55301	 other metabolic processes
gi|379112892|gb|JT010562.1| 	 3.55301	 stress response
gi|379112895|gb|JT010565.1| 	 0.659982	 RNA metabolism
gi|379112895|gb|JT010565.1| 	 0.659982	 other biological processes
gi|379112900|gb|JT010570.1| 	 1.13614	 other biological processes
gi|379112905|gb|JT010575.1| 	 1.23856	 protein metabolism
gi|379112905|gb|JT010575.1| 	 1.23856	 stress response
gi|379112906|gb|JT010576.1| 	 1.95466	 protein metabolism
gi|379112907|gb|JT010577.1| 	 1.85485	 developmental processes
gi|379112907|gb|JT010577.1| 	 1.85485	 other biological processes
gi|379112908|gb|JT010578.1| 	 2.67619	 other biological processes
gi|379112910|gb|JT010580.1| 	 3.93952	 DNA metabolism
gi|379112912|gb|JT010582.1| 	 1.85098	 cell cycle and proliferation
gi|379112912|gb|JT010582.1| 	 1.85098	 developmental processes
gi|379112912|gb|JT010582.1| 	 1.85098	 other biological processes
gi|379112912|gb|JT010582.1| 	 1.85098	 signal transduction
gi|379112912|gb|JT010582.1| 	 1.85098	 stress response
gi|379112912|gb|JT010582.1| 	 1.85098	 transport
gi|379112914|gb|JT010584.1| 	 4.03579	 protein metabolism
gi|379112927|gb|JT010597.1| 	 0.457749	 death
gi|379112927|gb|JT010597.1| 	 0.457749	 other biological processes
gi|379112927|gb|JT010597.1| 	 0.457749	 stress response
gi|379112927|gb|JT010597.1| 	 0.457749	 transport
gi|379112929|gb|JT010599.1| 	 0.133669	 cell adhesion
gi|379112929|gb|JT010599.1| 	 0.133669	 protein metabolism
gi|379112929|gb|JT010599.1| 	 0.133669	 stress response
gi|379112944|gb|JT010614.1| 	 0.501174	 RNA metabolism
gi|379112947|gb|JT010617.1| 	 0.373392	 protein metabolism
gi|379112950|gb|JT010620.1| 	 0.380458	 RNA metabolism
gi|379112955|gb|JT010625.1| 	 0.269533	 protein metabolism
gi|379112957|gb|JT010627.1| 	 0.360273	 transport
gi|379112961|gb|JT010631.1| 	 0.147424	 protein metabolism
gi|379112967|gb|JT010637.1| 	 1.33323	 other biological processes
gi|379112967|gb|JT010637.1| 	 1.33323	 other metabolic processes
gi|379112988|gb|JT010658.1| 	 0.189033	 cell organization and biogenesis
gi|379112988|gb|JT010658.1| 	 0.189033	 developmental processes
gi|379112988|gb|JT010658.1| 	 0.189033	 other metabolic processes
gi|379112988|gb|JT010658.1| 	 0.189033	 protein metabolism
gi|379112988|gb|JT010658.1| 	 0.189033	 signal transduction
gi|379112988|gb|JT010658.1| 	 0.189033	 stress response
gi|379112988|gb|JT010658.1| 	 0.189033	 transport
gi|379112990|gb|JT010660.1| 	 2.05143	 cell cycle and proliferation
gi|379112990|gb|JT010660.1| 	 2.05143	 developmental processes
gi|379112990|gb|JT010660.1| 	 2.05143	 other biological processes
gi|379112990|gb|JT010660.1| 	 2.05143	 other metabolic processes
gi|379112990|gb|JT010660.1| 	 2.05143	 protein metabolism
gi|379113001|gb|JT010671.1| 	 5.10358	 cell organization and biogenesis
gi|379113001|gb|JT010671.1| 	 5.10358	 developmental processes
gi|379113001|gb|JT010671.1| 	 5.10358	 other biological processes
gi|379113002|gb|JT010672.1| 	 0.652563	 cell organization and biogenesis
gi|379113002|gb|JT010672.1| 	 0.652563	 other biological processes
gi|379113002|gb|JT010672.1| 	 0.652563	 other metabolic processes
gi|379113002|gb|JT010672.1| 	 0.652563	 signal transduction
gi|379113002|gb|JT010672.1| 	 0.652563	 stress response
gi|379113002|gb|JT010672.1| 	 0.652563	 transport
gi|379113004|gb|JT010674.1| 	 2.9642	 cell adhesion
gi|379113004|gb|JT010674.1| 	 2.9642	 cell organization and biogenesis
gi|379113004|gb|JT010674.1| 	 2.9642	 developmental processes
gi|379113004|gb|JT010674.1| 	 2.9642	 signal transduction
gi|379113014|gb|JT010684.1| 	 0.726458	 RNA metabolism
gi|379113014|gb|JT010684.1| 	 0.726458	 other biological processes
gi|379113015|gb|JT010685.1| 	 3.73405	 other biological processes
gi|379113015|gb|JT010685.1| 	 3.73405	 protein metabolism
gi|379113018|gb|JT010688.1| 	 1.28884	 RNA metabolism
gi|379113018|gb|JT010688.1| 	 1.28884	 other biological processes
gi|379113019|gb|JT010689.1| 	 6.13548	 other biological processes
gi|379113020|gb|JT010690.1| 	 16.5343	 other metabolic processes
gi|379113026|gb|JT010696.1| 	 19.273	 cell-cell signaling
gi|379113026|gb|JT010696.1| 	 19.273	 other metabolic processes
gi|379113026|gb|JT010696.1| 	 19.273	 transport
gi|379113027|gb|JT010697.1| 	 20.3359	 cell organization and biogenesis
gi|379113027|gb|JT010697.1| 	 20.3359	 other biological processes
gi|379113027|gb|JT010697.1| 	 20.3359	 protein metabolism
gi|379113027|gb|JT010697.1| 	 20.3359	 signal transduction
gi|379113027|gb|JT010697.1| 	 20.3359	 transport
gi|379113034|gb|JT010704.1| 	 2.25756	 other metabolic processes
gi|379113040|gb|JT010710.1| 	 1.63157	 transport
gi|379113041|gb|JT010711.1| 	 1.54864	 other biological processes
gi|379113041|gb|JT010711.1| 	 1.54864	 signal transduction
gi|379113042|gb|JT010712.1| 	 1.60427	 other metabolic processes
gi|379113044|gb|JT010714.1| 	 0.245267	 cell adhesion
gi|379113044|gb|JT010714.1| 	 0.245267	 cell cycle and proliferation
gi|379113045|gb|JT010715.1| 	 0.263316	 other biological processes
gi|379113045|gb|JT010715.1| 	 0.263316	 signal transduction
gi|379113046|gb|JT010716.1| 	 0.35829	 transport
gi|379113049|gb|JT010719.1| 	 0.302941	 DNA metabolism
gi|379113049|gb|JT010719.1| 	 0.302941	 RNA metabolism
gi|379113049|gb|JT010719.1| 	 0.302941	 cell organization and biogenesis
gi|379113049|gb|JT010719.1| 	 0.302941	 stress response
gi|379113050|gb|JT010720.1| 	 0.401959	 other biological processes
gi|379113050|gb|JT010720.1| 	 0.401959	 other metabolic processes
gi|379113052|gb|JT010722.1| 	 1.29893	 transport
gi|379113054|gb|JT010724.1| 	 0.224411	 other biological processes
gi|379113057|gb|JT010727.1| 	 0.185662	 other metabolic processes
gi|379113058|gb|JT010728.1| 	 0.267495	 cell cycle and proliferation
gi|379113058|gb|JT010728.1| 	 0.267495	 cell organization and biogenesis
gi|379113058|gb|JT010728.1| 	 0.267495	 developmental processes
gi|379113058|gb|JT010728.1| 	 0.267495	 other biological processes
gi|379113058|gb|JT010728.1| 	 0.267495	 other metabolic processes
gi|379113058|gb|JT010728.1| 	 0.267495	 stress response
gi|379113060|gb|JT010730.1| 	 1.47598	 protein metabolism
gi|379113060|gb|JT010730.1| 	 1.47598	 transport
gi|379113061|gb|JT010731.1| 	 0.0243939	 DNA metabolism
gi|379113061|gb|JT010731.1| 	 0.0243939	 protein metabolism
gi|379113063|gb|JT010733.1| 	 0.0713842	 other biological processes
gi|379113063|gb|JT010733.1| 	 0.0713842	 transport
gi|379113064|gb|JT010734.1| 	 0.14744	 other metabolic processes
gi|379113068|gb|JT010738.1| 	 1.18927	 other metabolic processes
gi|379113068|gb|JT010738.1| 	 1.18927	 signal transduction
gi|379113072|gb|JT010742.1| 	 1.96492	 other metabolic processes
gi|379113073|gb|JT010743.1| 	 0.434542	 other biological processes
gi|379113074|gb|JT010744.1| 	 2.90811	 developmental processes
gi|379113074|gb|JT010744.1| 	 2.90811	 protein metabolism
gi|379113075|gb|JT010745.1| 	 0.0921183	 transport
gi|379113077|gb|JT010747.1| 	 0.455766	 cell cycle and proliferation
gi|379113077|gb|JT010747.1| 	 0.455766	 cell organization and biogenesis
gi|379113077|gb|JT010747.1| 	 0.455766	 other biological processes
gi|379113084|gb|JT010754.1| 	 0.730909	 other biological processes
gi|379113094|gb|JT010764.1| 	 0.670266	 cell organization and biogenesis
gi|379113094|gb|JT010764.1| 	 0.670266	 developmental processes
gi|379113094|gb|JT010764.1| 	 0.670266	 protein metabolism
gi|379113094|gb|JT010764.1| 	 0.670266	 signal transduction
gi|379113094|gb|JT010764.1| 	 0.670266	 transport
gi|379113095|gb|JT010765.1| 	 0.314244	 signal transduction
gi|379113096|gb|JT010766.1| 	 0.400694	 other metabolic processes
gi|379113097|gb|JT010767.1| 	 0.018937	 DNA metabolism
gi|379113101|gb|JT010771.1| 	 0.61464	 RNA metabolism
gi|379113101|gb|JT010771.1| 	 0.61464	 other metabolic processes
gi|379113106|gb|JT010776.1| 	 2.59353	 other metabolic processes
gi|379113107|gb|JT010777.1| 	 2.08184	 RNA metabolism
gi|379113107|gb|JT010777.1| 	 2.08184	 signal transduction
gi|379113114|gb|JT010784.1| 	 6.02269	 cell organization and biogenesis
gi|379113114|gb|JT010784.1| 	 6.02269	 cell-cell signaling
gi|379113114|gb|JT010784.1| 	 6.02269	 developmental processes
gi|379113114|gb|JT010784.1| 	 6.02269	 other biological processes
gi|379113114|gb|JT010784.1| 	 6.02269	 other metabolic processes
gi|379113114|gb|JT010784.1| 	 6.02269	 transport
gi|379113115|gb|JT010785.1| 	 2.06015	 cell-cell signaling
gi|379113115|gb|JT010785.1| 	 2.06015	 other metabolic processes
gi|379113115|gb|JT010785.1| 	 2.06015	 signal transduction
gi|379113117|gb|JT010787.1| 	 3.41912	 developmental processes
gi|379113117|gb|JT010787.1| 	 3.41912	 other biological processes
gi|379113117|gb|JT010787.1| 	 3.41912	 other metabolic processes
gi|379113117|gb|JT010787.1| 	 3.41912	 protein metabolism
gi|379113117|gb|JT010787.1| 	 3.41912	 signal transduction
gi|379113118|gb|JT010788.1| 	 0.430516	 transport
gi|379113120|gb|JT010790.1| 	 0.795706	 other metabolic processes
gi|379113121|gb|JT010791.1| 	 0.207674	 transport
gi|379113125|gb|JT010795.1| 	 1.61287	 other biological processes
gi|379113125|gb|JT010795.1| 	 1.61287	 other metabolic processes
gi|379113126|gb|JT010796.1| 	 1.29866	 RNA metabolism
gi|379113126|gb|JT010796.1| 	 1.29866	 cell cycle and proliferation
gi|379113126|gb|JT010796.1| 	 1.29866	 developmental processes
gi|379113126|gb|JT010796.1| 	 1.29866	 other biological processes
gi|379113126|gb|JT010796.1| 	 1.29866	 stress response
gi|379113137|gb|JT010807.1| 	 1.54589	 other metabolic processes
gi|379113137|gb|JT010807.1| 	 1.54589	 protein metabolism
gi|379113146|gb|JT010816.1| 	 0.0893895	 protein metabolism
gi|379113147|gb|JT010817.1| 	 0.389255	 cell organization and biogenesis
gi|379113147|gb|JT010817.1| 	 0.389255	 protein metabolism
gi|379113147|gb|JT010817.1| 	 0.389255	 signal transduction
gi|379113151|gb|JT010821.1| 	 6.42784	 other biological processes
gi|379113152|gb|JT010822.1| 	 2.53582	 RNA metabolism
gi|379113152|gb|JT010822.1| 	 2.53582	 developmental processes
gi|379113153|gb|JT010823.1| 	 1.18023	 other metabolic processes
gi|379113156|gb|JT010826.1| 	 1.11455	 other biological processes
gi|379113167|gb|JT010837.1| 	 4.40993	 cell cycle and proliferation
gi|379113171|gb|JT010841.1| 	 0.359479	 cell-cell signaling
gi|379113171|gb|JT010841.1| 	 0.359479	 death
gi|379113171|gb|JT010841.1| 	 0.359479	 other biological processes
gi|379113171|gb|JT010841.1| 	 0.359479	 other metabolic processes
gi|379113171|gb|JT010841.1| 	 0.359479	 signal transduction
gi|379113171|gb|JT010841.1| 	 0.359479	 stress response
gi|379113174|gb|JT010844.1| 	 0.19855	 DNA metabolism
gi|379113174|gb|JT010844.1| 	 0.19855	 protein metabolism
gi|379113176|gb|JT010846.1| 	 0.360052	 transport
gi|379113180|gb|JT010850.1| 	 3.67964	 protein metabolism
gi|379113181|gb|JT010851.1| 	 0.0744285	 other metabolic processes
gi|379113185|gb|JT010855.1| 	 0.272182	 protein metabolism
gi|379113190|gb|JT010860.1| 	 1.92583	 other metabolic processes
gi|379113191|gb|JT010861.1| 	 0.173908	 signal transduction
gi|379113193|gb|JT010863.1| 	 0.231159	 cell organization and biogenesis
gi|379113193|gb|JT010863.1| 	 0.231159	 developmental processes
gi|379113196|gb|JT010866.1| 	 0.367272	 cell adhesion
gi|379113205|gb|JT010875.1| 	 1.07968	 developmental processes
gi|379113205|gb|JT010875.1| 	 1.07968	 other biological processes
gi|379113206|gb|JT010876.1| 	 0.346705	 other metabolic processes
gi|379113206|gb|JT010876.1| 	 0.346705	 stress response
gi|379113207|gb|JT010877.1| 	 0.612705	 cell organization and biogenesis
